Transaction date,Card last 4,Purchased amount,Purchased currency,Merchant,Merchant category,Payment status,Policy,Amount,Currency,Itemized expense parent ID,Expense status,Transaction type,Expense ID,Created from URL,Card transaction reference ID,Original amount,Original currency,Spending entity
03/10/2026,6004,26.13,USD,Sephora,General merchandise,Completed,Private,26.13,USD,,Submitted,Card,expense_cmmk06w6g50yl0176n9dutevn,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWswNnc2ZzUweWwwMTc2bjlkdXRldm4=,ctxop_cmmkob2r838y30121uuwb6iux,26.13,USD,Hadar Shemesh International (LLC)
03/10/2026,6004,60.97,USD,Sephora,General merchandise,Completed,Private,60.97,USD,,Submitted,Card,expense_cmmjzhjzg52kw0143msmmjhht,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWp6aGp6ZzUya3cwMTQzbXNtbWpoaHQ=,ctxop_cmmkoewm63bk00175dtp5qi31,60.97,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,3,USD,MTA Metrocard,Public transportation,Completed,Private,3.00,USD,,Submitted,Card,expense_cmmjr35y003jo0125jhbb5ilg,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpyMzV5MDAzam8wMTI1amhiYjVpbGc=,ctxop_cmmko4n8l30i30175ge30grrb,3,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,13,USD,Airalo,Other travel expenses,Completed,Private,13.00,USD,,Submitted,Card,expense_cmmjqjs8a1xpd0171p5jkjw33,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpxanM4YTF4cGQwMTcxcDVqa2p3MzM=,ctxop_cmmk089a407ml0152bq8i7y3j,13,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,174.21,USD,Square Transaction - Nati Soho,Clothing,Completed,Private,174.21,USD,,Submitted,Card,expense_cmmjq9rcwbsgy0164ahdbh1i5,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpxOXJjd2JzZ3kwMTY0YWhkYmgxaTU=,ctxop_cmmk7bqe201yb0175038rkmmh,174.21,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,128.47,USD,Pinkyotto,Clothing,Completed,Private,128.47,USD,,Submitted,Card,expense_cmmjpg6yfxscj0110otgfgeg8,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpwZzZ5ZnhzY2owMTEwb3RnZmdlZzg=,ctxop_cmmkdvo301lf20121xmpjm7ms,128.47,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,10.3,USD,Sugar Sweet Sunshine Bakery,Restaurants,Completed,Private,10.30,USD,,Submitted,Card,expense_cmmjnv1yq7h8v0102g6c1r4k9,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpudjF5cTdoOHYwMTAyZzZjMXI0azk=,ctxop_cmmk7cr5j03120142rw8k3a1b,10.3,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,54.07,USD,Lyft,Rideshare & taxi,Completed,Private,54.07,USD,,Submitted,Card,expense_cmmjlj4tzwajf0158o6hfresq,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpsajR0endhamYwMTU4bzZoZnJlc3E=,ctxop_cmmkogdal3fwm0121snsqmi2s,54.07,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,37.61,USD,Vanessas Dumpling House,Restaurants,Completed,Private,37.61,USD,,Submitted,Card,expense_cmmjk2khu8t720164wrzk7rer,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWprMmtodTh0NzIwMTY0d3J6azdyZXI=,ctxop_cmmjvnfdz14t30137hwxnhc8m,37.61,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,73.46,USD,Ludlow House,Lodging,Completed,Private,73.46,USD,,Submitted,Card,expense_cmmjjguas8fjr0164cayjgvlc,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpqZ3VhczhmanIwMTY0Y2F5amd2bGM=,ctxop_cmmkj3h1428880142vsvcw120,73.46,USD,Hadar Shemesh International (LLC)
03/09/2026,2119,369.51,USD,Cloudways,Servers,Completed,General,369.51,USD,,Approved,Card,expense_cmmjbwl5bpotj0110pcl3nifw,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWpid2w1YnBvdGowMTEwcGNsM25pZnc=,ctxop_cmmo5wlm30tep0114sj0jnzhu,369.51,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,132.17,USD,Forsythia,Restaurants,Completed,Private,132.17,USD,,Submitted,Card,expense_cmmijilk9gwm90158ngp2d98p,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWlqaWxrOWd3bTkwMTU4bmdwMmQ5OHA=,ctxop_cmmiy7rgibykv01465a79u1mq,132.17,USD,Hadar Shemesh International (LLC)
03/09/2026,6004,91.51,USD,Tacos 1986 West Village,Restaurants,Completed,Private,91.51,USD,,Submitted,Card,expense_cmmif36n6fu2j0164nvk1crnh,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWlmMzZuNmZ1MmowMTY0bnZrMWNybmg=,ctxop_cmmj3lsf4cjdj0146a24e014d,91.51,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,37.24,USD,Studio Cafe,Restaurants,Completed,Private,37.24,USD,,Submitted,Card,expense_cmmi1hu1mbebq0179szcz1xcs,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWkxaHUxbWJlYnEwMTc5c3pjejF4Y3M=,ctxop_cmmj3lsu8cjta0114eyd8opa0,37.24,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,3,USD,MTA Metrocard,Public transportation,Completed,Private,3.00,USD,,Submitted,Card,expense_cmmhyr1flau8b0110up8cfz9e,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWh5cjFmbGF1OGIwMTEwdXA4Y2Z6OWU=,ctxop_cmmj3l8jvcjvc0163bcbol3zz,3,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,16.27,USD,Padmore’s,Grocery,Completed,Private,16.27,USD,,Submitted,Card,expense_cmmhthww99wnr0110k1fmr8jr,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWh0aHd3OTl3bnIwMTEwazFmbXI4anI=,ctxop_cmmigqgbh9b1k0114f8epbfql,16.27,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,3,USD,MTA Metrocard,Public transportation,Completed,Private,3.00,USD,,Submitted,Card,expense_cmmhs87q1989z0138dapzrt27,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWhzODdxMTk4OXowMTM4ZGFwenJ0Mjc=,ctxop_cmmj3ll1jckea0163qqnwuotc,3,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,5.36,USD,Mandrake,Consultant & contractor,Completed,Private,5.36,USD,,Submitted,Card,expense_cmmhs2b8p96wd0100nhlemved,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWhzMmI4cDk2d2QwMTAwbmhsZW12ZWQ=,ctxop_cmmigp58o9bb10163h5lba6on,5.36,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,49.74,USD,Remedy Diner,Restaurants,Completed,Private,49.74,USD,,Submitted,Card,expense_cmmheq6qh72id0110j4ur3m34,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWhlcTZxaDcyaWQwMTEwajR1cjNtMzQ=,ctxop_cmmikp352aupk0146y1cir2hg,49.74,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,54.49,USD,Mezzrow,Event expenses,Completed,Private,54.49,USD,,Submitted,Card,expense_cmmh6oq854eyp0164fytc5nqr,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWg2b3E4NTRleXAwMTY0Znl0YzVucXI=,ctxop_cmmih25cs9u4v01639bsegcim,54.49,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,3,USD,MTA Metrocard,Public transportation,Completed,Private,3.00,USD,,Submitted,Card,expense_cmmh5mjg53oas0110cl6zdssm,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWg1bWpnNTNvYXMwMTEwY2w2emRzc20=,ctxop_cmmht2tdu8ost0114vkl6vakw,3,USD,Hadar Shemesh International (LLC)
03/08/2026,6004,85.49,USD,Brooklyn Bridge,Toll & bridge fees,Completed,Private,85.49,USD,,Submitted,Card,expense_cmmh00oxo0c4j0110neayhhz5,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWgwMG94bzBjNGowMTEwbmVheWhoejU=,ctxop_cmmigqepi9azk0114jaoeww69,85.49,USD,Hadar Shemesh International (LLC)
03/07/2026,6004,56.4,USD,Local Nyc,Restaurants,Completed,Private,56.40,USD,,Submitted,Card,expense_cmmgtewy3inir0134cshdzk7y,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWd0ZXd5M2luaXIwMTM0Y3NoZHprN3k=,ctxop_cmmh78u8v6p2r0146ta5gwmhr,56.4,USD,Hadar Shemesh International (LLC)
03/07/2026,6004,399,USD,TodayTix,Other business expenses,Completed,Private,399.00,USD,,Submitted,Card,expense_cmmgpk4i3hsgr0134s1zr4gk8,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWdwazRpM2hzZ3IwMTM0czF6cjRnazg=,ctxop_cmmh2qdqr57oz01146asy0g2e,399,USD,Hadar Shemesh International (LLC)
03/07/2026,6004,4.85,USD,Caffè Vita,Restaurants,Completed,Private,4.85,USD,,Submitted,Card,expense_cmmghb5s41jdf0149dd2xrvj8,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWdoYjVzNDFqZGYwMTQ5ZGQyeHJ2ajg=,ctxop_cmmht3q8e8pcq0146xm6fyhuz,4.85,USD,Hadar Shemesh International (LLC)
03/07/2026,6004,128.04,USD,Yes Apothecary 夜莺,Restaurants,Completed,Private,128.04,USD,,Submitted,Card,expense_cmmfl55870omw0146izu123dp,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWZsNTU4NzBvbXcwMTQ2aXp1MTIzZHA=,ctxop_cmmgawiw333ez0163m7u5o74p,128.04,USD,Hadar Shemesh International (LLC)
03/06/2026,6004,432.03,USD,Indigo Lower Eastside,Other business expenses,Completed,Private,432.03,USD,,Submitted,Card,expense_cmmfcuqurxl1u0162ihal7ggn,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWZjdXF1cnhsMXUwMTYyaWhhbDdnZ24=,ctxop_cmmlbir1w14ms0111hr6h03d6,432.03,USD,Hadar Shemesh International (LLC)
03/06/2026,6004,3,USD,MTA Metrocard,Public transportation,Completed,Private,3.00,USD,,Submitted,Card,expense_cmmfat7dr6yff01185o3iw84f,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWZhdDdkcjZ5ZmYwMTE4NW8zaXc4NGY=,ctxop_cmmgats542z490163750lfsv3,3,USD,Hadar Shemesh International (LLC)
03/06/2026,2119,10.84,USD,Claude,Recurring software & SaaS,Completed,General,10.84,USD,,Approved,Card,expense_cmmezpofmmwaz0162tjlr8pkt,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWV6cG9mbW13YXowMTYydGpscjhwa3Q=,ctxop_cmmfo00yy0y330138zbooy7l2,10.84,USD,Hadar Shemesh International (LLC)
03/06/2026,2119,5.42,USD,Claude,Recurring software & SaaS,Completed,General,5.42,USD,,Approved,Card,expense_cmmex53fnl1en016668kz8qkp,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWV4NTNmbmwxZW4wMTY2Njhrejhxa3A=,ctxop_cmmfo2tzv11qt0138ghbz6fgl,5.42,USD,Hadar Shemesh International (LLC)
03/06/2026,2119,23,EUR,Notion,Recurring software & SaaS,Completed,General,27.59,USD,,Approved,Card,expense_cmmep2igsgbt60144m5307bzu,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWVwMmlnc2didDYwMTQ0bTUzMDdienU=,ctxop_cmmf0oowd0k3d0196s2jp2yw1,23,EUR,Hadar Shemesh International (LLC)
03/06/2026,6004,22.75,EUR,Avolta,Office supplies,Completed,Private,27.30,USD,,Submitted,Card,expense_cmmele2je1i4f0185pfzp3u7b,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWVsZTJqZTFpNGYwMTg1cGZ6cDN1N2I=,ctxop_cmmfzpyi31d3m01140q5mpo88,22.75,EUR,Hadar Shemesh International (LLC)
03/06/2026,6004,19.95,EUR,Capi-lux Spain S.l.,Electronics,Completed,Private,23.94,USD,,Submitted,Card,expense_cmmel5pdaf2w9014422cft82e,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWVsNXBkYWYydzkwMTQ0MjJjZnQ4MmU=,ctxop_cmmeqlkec2r2501216ha1ht9j,19.95,EUR,Hadar Shemesh International (LLC)
03/05/2026,2119,63,USD,Demio,Recurring software & SaaS,Completed,General,63.00,USD,,Approved,Card,expense_cmmd8cepce7490174wuinljhd,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWQ4Y2VwY2U3NDkwMTc0d3VpbmxqaGQ=,ctxop_cmmdgsntx4n550166fysc4zs0,63,USD,Hadar Shemesh International (LLC)
03/04/2026,2119,21.68,USD,Claude,Recurring software & SaaS,Completed,General,21.68,USD,,Approved,Card,expense_cmmbwlscn8thl01704twpj9fj,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWJ3bHNjbjh0aGwwMTcwNHR3cGo5Zmo=,ctxop_cmmc5m8sf17tv01968sapnugq,21.68,USD,Hadar Shemesh International (LLC)
03/03/2026,6004,185,EUR,Santa Gula,Restaurants,Completed,Private,223.23,USD,,Submitted,Card,expense_cmmb3hzn2logp014884lhggtb,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWIzaHpuMmxvZ3AwMTQ4ODRsaGdndGI=,ctxop_cmmboss4h1y620108bzbidaha,185,EUR,Hadar Shemesh International (LLC)
03/03/2026,6004,41,EUR,FLORISTERIA HERBS BALMES,Flowers,Completed,Private,49.85,USD,,Submitted,Card,expense_cmmavqy5ijvr80158xe9fv9rx,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWF2cXk1aWp2cjgwMTU4eGU5ZnY5cng=,ctxop_cmmbosraw26yr0108frkj05t8,41,EUR,Hadar Shemesh International (LLC)
03/03/2026,6004,225,EUR,Instituto de Benito Barcelona,Medical,Completed,Private,273.58,USD,,Submitted,Card,expense_cmmaiaynubrdb0118jjc19drb,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbWFpYXludWJyZGIwMTE4ampjMTlkcmI=,ctxop_cmmbdt78x0fqs01648zopydly,225,EUR,Hadar Shemesh International (LLC)
03/02/2026,2119,0.52,USD,Amazon Web Services,Servers,Completed,General,0.52,USD,,Approved,Card,expense_cmm8qay1dmk8c015664u9vtr5,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbThxYXkxZG1rOGMwMTU2NjR1OXZ0cjU=,ctxop_cmm90d481b2uq0148erinkvme,0.52,USD,Hadar Shemesh International (LLC)
03/02/2026,2119,4.99,EUR,Amazon Prime,General merchandise,Completed,General,6.08,USD,,Approved,Card,expense_cmm8ha055fohu0142nbzit52w,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbThoYTA1NWZvaHUwMTQybmJ6aXQ1Mnc=,ctxop_cmm8tzyfra1ld0160vj2qt8cg,4.99,EUR,Hadar Shemesh International (LLC)
03/01/2026,2119,187.2,USD,Google Workspace,Recurring software & SaaS,Completed,General,187.20,USD,,Approved,Card,expense_cmm7o2tuh5q9301227xy1jevl,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTdvMnR1aDVxOTMwMTIyN3h5MWpldmw=,ctxop_cmm8u59raa9bk0148nqnavjx7,187.2,USD,Hadar Shemesh International (LLC)
03/01/2026,6004,90,EUR,TRIB3 Amigó,Training & education,Completed,Private,109.64,USD,,Submitted,Card,expense_cmm7gy1ou3lzz0122zejscywo,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTdneTFvdTNsenowMTIyemVqc2N5d28=,ctxop_cmm8j5igb7jtz0160u59oibnx,90,EUR,Hadar Shemesh International (LLC)
03/01/2026,2119,104.98,USD,Slack,Recurring software & SaaS,Completed,General,104.98,USD,,Approved,Card,expense_cmm75o5xj480q01175eff4ift,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTc1bzV4ajQ4MHEwMTE3NWVmZjRpZnQ=,ctxop_cmm7l32jt4asl0160nzp3d81j,104.98,USD,Hadar Shemesh International (LLC)
02/28/2026,2119,70.44,USD,ManyChat,Advertising & marketing,Completed,General,70.44,USD,,Approved,Card,expense_cmm6f2n9jdn730110p4u5nuj8,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTZmMm45amRuNzMwMTEwcDR1NW51ajg=,ctxop_cmm73z92t0wi40163jzm1i96e,70.44,USD,Hadar Shemesh International (LLC)
02/28/2026,2119,40,USD,Loom,Recurring software & SaaS,Completed,General,40.00,USD,,Approved,Card,expense_cmm68qe0sa63x0191wvs30dmg,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTY4cWUwc2E2M3gwMTkxd3ZzMzBkbWc=,ctxop_cmm742u6e17p501603zxq4xqd,40,USD,Hadar Shemesh International (LLC)
02/27/2026,2119,10.84,USD,Miro,Recurring software & SaaS,Completed,General,10.84,USD,,Approved,Card,expense_cmm53wm9ekeoh0137lyrkl2mt,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTUzd205ZWtlb2gwMTM3bHlya2wybXQ=,ctxop_cmm67crep37zd0197f2p1vrsc,10.84,USD,Hadar Shemesh International (LLC)
02/27/2026,6004,50,EUR,Instituto de Benito Barcelona,Medical,Completed,Private,60.92,USD,,Submitted,Card,expense_cmm4veouzi6pk0146b2d8a3rn,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTR2ZW91emk2cGswMTQ2YjJkOGEzcm4=,ctxop_cmm5sxjbh14g50136oahe84je,50,EUR,Hadar Shemesh International (LLC)
02/27/2026,2119,10,USD,Midjourney Inc.,Recurring software & SaaS,Completed,General,10.00,USD,,Approved,Card,expense_cmm4kf1joduvn0172tu5gptyt,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbTRrZjFqb2R1dm4wMTcydHU1Z3B0eXQ=,ctxop_cmm4vw6qs78nr0159ftilc4iz,10,USD,Hadar Shemesh International (LLC)
02/23/2026,6004,24.2,USD,Manus,Recurring software & SaaS,Completed,Private,24.20,USD,,Submitted,Card,expense_cmlzefsxmqiyy0180p12t2gwa,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHplZnN4bXFpeXkwMTgwcDEydDJnd2E=,ctxop_cmlzx9qfo0n4o0193rtge1o7m,24.2,USD,Hadar Shemesh International (LLC)
02/22/2026,2119,6.16,USD,Cursor Ai Powered Ide,Recurring software & SaaS,Completed,General,6.16,USD,,Approved,Card,expense_cmlxrjc7t9l440132rzpvpjb2,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHhyamM3dDlsNDQwMTMycnpwdnBqYjI=,ctxop_cmlyhg3toe24q0198nsmrt38z,6.16,USD,Hadar Shemesh International (LLC)
02/22/2026,6004,25,EUR,Www.plann.fun,Software (non-recurring),Completed,Private,30.41,USD,,Submitted,Card,expense_cmlxiylv97r8w0196dnqfqyxr,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHhpeWx2OTdyOHcwMTk2ZG5xZnF5eHI=,ctxop_cmlxuory1d1un0104lceyml8x,25,EUR,Hadar Shemesh International (LLC)
02/21/2026,2119,69.38,EUR,Amazon Lub,General merchandise,Completed,General,84.40,USD,,Approved,Card,expense_cmlwrlewrgam60115xn9w0laf,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHdybGV3cmdhbTYwMTE1eG45dzBsYWY=,ctxop_cmm09oyzt2ci30124pq138rjb,69.38,EUR,Hadar Shemesh International (LLC)
02/21/2026,6004,17.79,USD,Tello Mobile,Telephony,Completed,Private,17.79,USD,,Submitted,Card,expense_cmlwk1nergjue01659l8q99t8,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHdrMW5lcmdqdWUwMTY1OWw4cTk5dDg=,ctxop_cmlx79odwaavs0108l8ngvkeo,17.79,USD,Hadar Shemesh International (LLC)
02/21/2026,2119,700,ILS,Adobe,Recurring software & SaaS,Completed,General,231.93,USD,,Approved,Card,expense_cmlwjdrd1e6tz01226hxlxk3i,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHdqZHJkMWU2dHowMTIyNmh4bHhrM2k=,ctxop_cmlx28mas8qlq01047tb0ae36,700,ILS,Hadar Shemesh International (LLC)
02/21/2026,2119,20,USD,Cursor,Recurring software & SaaS,Completed,General,20.00,USD,,Approved,Card,expense_cmlw3gr1k9x0v01875n8vrro1,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHczZ3Ixazl4MHYwMTg3NW44dnJybzE=,ctxop_cmlwgdys479yh01988zlqvmhh,20,USD,Hadar Shemesh International (LLC)
02/20/2026,2119,13.99,EUR,Amazon Lub,General merchandise,Completed,General,17.03,USD,,Approved,Card,expense_cmlvbj1nlqyxg0196jts338zy,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHZiajFubHF5eGcwMTk2anRzMzM4enk=,ctxop_cmlx2h4mj93ck0104i531wjwn,13.99,EUR,Hadar Shemesh International (LLC)
02/18/2026,6004,50,EUR,Hello Seven,Consultant & contractor,Completed,Private,61.06,USD,,Submitted,Card,expense_cmlsc8flwjmsf017640lmqxt3,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHNjOGZsd2ptc2YwMTc2NDBsbXF4dDM=,ctxop_cmlst9bft1x620132ldapmpl3,50,EUR,Hadar Shemesh International (LLC)
02/18/2026,2119,2500,USD,Literary Agent Undercover,Books & newspapers,Completed,General,2500.00,USD,,Approved,Card,expense_cmlrx951qc9hh01339jdma9ei,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHJ4OTUxcWM5aGgwMTMzOWpkbWE5ZWk=,ctxop_cmltar2i46ijn01726sou2lbv,2500,USD,Hadar Shemesh International (LLC)
02/17/2026,2119,129,USD,AddEvent Inc,Recurring software & SaaS,Completed,General,129.00,USD,,Approved,Card,expense_cmlql3teca0p0013473eh841r,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHFsM3RlY2EwcDAwMTM0NzNlaDg0MXI=,ctxop_cmlqpp3mj1zrq0155fcq7yws4,129,USD,Hadar Shemesh International (LLC)
02/17/2026,6004,116.75,USD,Sh Nashville Hotel,Lodging,Completed,Private,116.75,USD,,Submitted,Card,expense_cmlqbaiz676p60102ksmueqau,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHFiYWl6Njc2cDYwMTAya3NtdWVxYXU=,ctxop_cmlsslumk0x1m01769820ja99,116.75,USD,Hadar Shemesh International (LLC)
02/16/2026,6004,86.25,EUR,Bip&Drive,Toll & bridge fees,Completed,Private,105.53,USD,,Submitted,Card,expense_cmlptlycn07fx0134gfojntnh,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbHB0bHljbjA3ZngwMTM0Z2Zvam50bmg=,ctxop_cmlrcn9ls00k601223m7cdcj6,86.25,EUR,Hadar Shemesh International (LLC)
02/15/2026,6004,207.08,ILS,Hook Coffee,Grocery,Completed,Private,69.81,USD,,Submitted,Card,expense_cmlnjwadongu10164lbjoymev,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG5qd2Fkb25ndTEwMTY0bGJqb3ltZXY=,ctxop_cmlpxb0xeocbl01598l7okmhn,207.08,ILS,Hadar Shemesh International (LLC)
02/15/2026,2119,204.25,EUR,Regus,Rent,Completed,General,250.07,USD,,Approved,Card,expense_cmln3e8i4jx0l0155b1ftfkxa,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG4zZThpNGp4MGwwMTU1YjFmdGZreGE=,ctxop_cmlomrk8mldv20159xw8um2s3,204.25,EUR,Hadar Shemesh International (LLC)
02/14/2026,6004,207.08,ILS,Hook Coffee,Grocery,Completed,Private,69.81,USD,,Submitted,Card,expense_cmlmm07s6ew5z011211oant4z,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG1tMDdzNmV3NXowMTEyMTFvYW50NHo=,ctxop_cmlohgnmojzsx0182wz0jzb9q,207.08,ILS,Hadar Shemesh International (LLC)
02/14/2026,6004,21.29,EUR,Druni - Pelai,Bank & financial fees,Completed,Private,26.07,USD,,Submitted,Card,expense_cmlmlp9otepqy01078e6wdo0w,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG1scDlvdGVwcXkwMTA3OGU2d2RvMHc=,ctxop_cmlnebfhmhbed0157cbpnfopn,21.29,EUR,Hadar Shemesh International (LLC)
02/14/2026,6004,67.3,EUR,Victoria's Secret - Paseo de Gracia,Clothing,Completed,Private,82.40,USD,,Submitted,Card,expense_cmlmke8a4ehlb01070cc2nn6b,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG1rZThhNGVobGIwMTA3MGNjMm5uNmI=,ctxop_cmlnebiemhd330159wu1garo4,67.3,EUR,Hadar Shemesh International (LLC)
02/14/2026,6004,215.94,EUR,"Diagonal, 514",Rent,Completed,Private,264.39,USD,,Submitted,Card,expense_cmlma0f65baq301128i4hyuj6,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtbG1hMGY2NWJhcTMwMTEyOGk0aHl1ajY=,ctxop_cmln34phbfyhf0159oz9if8kw,215.94,EUR,Hadar Shemesh International (LLC)
